INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50421002	5	4	21	2	Gemjiankang_14	1	蓝冥石(4级)	蓝色的冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	32	2004	1
50421003	5	4	21	3	Gemjiankang_10	1	红冥石(4级)	红色的冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	33	2004	1
50421004	5	4	21	4	Gemjiankang_6	1	绿冥石(4级)	绿色的冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	34	2004	1
																																																																															
50421101	5	4	21	101	Gemzhuoke_4	1	#cff9900黄冥晶石(4级·1级)	琢刻了纯净黄晶石后的黄冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	31	2004	1
50421102	5	4	21	102	Gemzhuoke_4	1	#cff9900黄冥晶石(4级·2级)	琢刻了纯净黄晶石后的黄冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	31	2004	1
50421103	5	4	21	103	Gemzhuoke_4	1	#cff9900黄冥晶石(4级·3级)	琢刻了纯净黄晶石后的黄冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	31	2004	1
50421104	5	4	21	104	Gemzhuoke_4	1	#cff9900黄冥晶石(4级·4级)	琢刻了纯净黄晶石后的黄冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	31	2004	1
50421201	5	4	21	201	Gemzhuoke_7	1	#cff9900蓝冥晶石(4级·1级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	32	2004	1
50421202	5	4	21	202	Gemzhuoke_7	1	#cff9900蓝冥晶石(4级·2级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	32	2004	1
50421203	5	4	21	203	Gemzhuoke_7	1	#cff9900蓝冥晶石(4级·3级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	32	2004	1
50421204	5	4	21	204	Gemzhuoke_7	1	#cff9900蓝冥晶石(4级·4级)	琢刻了纯净蓝晶石后的蓝冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	32	2004	1
50421301	5	4	21	301	Gemzhuoke_1	1	#cff9900红冥晶石(4级·1级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	33	2004	1
50421302	5	4	21	302	Gemzhuoke_1	1	#cff9900红冥晶石(4级·2级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	33	2004	1
50421303	5	4	21	303	Gemzhuoke_1	1	#cff9900红冥晶石(4级·3级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	33	2004	1
50421304	5	4	21	304	Gemzhuoke_1	1	#cff9900红冥晶石(4级·4级)	琢刻了纯净红晶石后的红冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	33	2004	1
50421401	5	4	21	401	Gemzhuoke_10	1	#cff9900绿冥晶石(4级·1级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	34	2004	1
50421402	5	4	21	402	Gemzhuoke_10	1	#cff9900绿冥晶石(4级·2级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	34	2004	1
50421403	5	4	21	403	Gemzhuoke_10	1	#cff9900绿冥晶石(4级·3级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	34	2004	1
50421404	5	4	21	404	Gemzhuoke_10	1	#cff9900绿冥晶石(4级·4级)	琢刻了纯净绿晶石后的绿冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、百宝囊、百宝箱、坐骑)上，使用后不可再镶嵌同类宝石。#r#W可在洛阳（280，322）彭怀玉、楼兰（279，198）克里木、束河古镇（134，85）荆嵌实处进行#G琢刻分离#W。#r#G琢刻后的宝石无法进行合成操作#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	FFFFFF7F	胜利宝石	34	2004	1
																																																																															
50431001	5	4	31	1	Charm8_8	1	冰蓝流云·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	肩部配饰	22	2004	1
50431002	5	4	31	2	Charm7_12	1	紫微星光·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	肩部配饰	23	2004	1
50431003	5	4	31	3	Charm10_15	1	银宵灵鹤·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	肩部配饰	24	2004	1
50431004	5	4	31	4	Charm8_4	1	橙影如梦·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	肩部配饰	25	2004	1
50431005	5	4	31	5	Charm7_16	1	花落红尘·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	肩部配饰	26	2004	1
50431006	5	4	31	6	TaskTools16_7	1	蝶影心华·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	肩部配饰	37	2004	1
50431007	5	4	31	7	TaskTools16_16	1	鹊舞红莲·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	肩部配饰	42	2004	1
50431008	5	4	31	8	Charm10_4	1	妙羽芳兰·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	肩部配饰	45	2004	1
50431009	5	4	31	9	Charm10_8	1	碎钻星辰·肩(4级)	#cffff00【奢侈品】#r#W用于点缀衣服的配饰，让你的衣服更加的炫丽。#r在#G洛阳（168，102）#R宝石相关#W处可以点缀到已经打孔的时装上。#r点缀宝石只能镶嵌衣服第一孔才能显示点缀效果.不同等级的点缀宝石属性区别不同	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	肩部配饰	49	2004	1
50431010	5	4	31	10	Charm10_14	1	寒梦星莲·肩(4级)	#cffff00【奢侈品】#r#W用于点缀时装肩部的配饰，让你的时装更加的炫丽。#r在#G洛阳（345，270）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	肩部配饰	10	2004	1
																																																																															
50432001	5	4	32	1	Charm8_8	1	冰蓝流云·腰(4级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	腰部配饰	27	2004	1
50432002	5	4	32	2	Charm7_12	1	紫微星光·腰(4级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	腰部配饰	28	2004	1
50432003	5	4	32	3	Charm10_15	1	银宵灵鹤·腰(4级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（168，102）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	腰部配饰	29	2004	1
